iter	RMSE
139	0.5936348703
140	0.5933709439
141	0.5932933603
142	0.592901318
143	0.592236936
144	0.59195492
145	0.5913693711
146	0.5906275253
147	0.5904155991
148	0.5900908984
149	0.5899842182
150	0.58965536
151	0.5895698295
152	0.5891121783
153	0.5889659133
154	0.588756551
155	0.588589681
156	0.5884197733
157	0.5882789221
158	0.5879704126
159	0.5875592486
160	0.5871772139
161	0.5867050251
162	0.5856857089
163	0.5854058363
164	0.58500281
165	0.5845365383
166	0.583940572
167	0.5836377458
168	0.5829477005
169	0.5828274482
170	0.5824213897
171	0.5821811191
172	0.5821454247
173	0.5820261004
174	0.581406207
175	0.5812457728
176	0.580823984
177	0.5804966599
178	0.5801485619
179	0.5800380149
180	0.5798370589
181	0.5795790555
182	0.5792006571
183	0.5786295443
184	0.57845551
185	0.5781111213
186	0.5779048782
187	0.5775019169
188	0.5771073612
189	0.5769635101
190	0.5765264762
191	0.5762512689
192	0.5759548237
193	0.5757847602
194	0.575480268
195	0.5752271063
196	0.5750493758
197	0.5742243501
198	0.5739171448
199	0.5737531901
200	0.5735146032
201	0.5730782499
202	0.5727110915
203	0.5722369556
204	0.5717422783
205	0.5713738321
206	0.5707383959
207	0.5705196799
208	0.569989287
209	0.5696291316
210	0.5692256389
211	0.5687549595
212	0.5684709901
213	0.5683078772
214	0.5679836816
215	0.5678604371
216	0.5677358889
217	0.5674756033
218	0.5672530739
219	0.5667975835
220	0.566142909
221	0.5658810129
222	0.5656675803
223	0.5653299791
224	0.5649916278
225	0.5648590489
226	0.5646661576
227	0.564549423
228	0.5643237
229	0.5641008106
230	0.5639769263
231	0.5638735859
232	0.5635327708
233	0.5632409976
234	0.5628513022
235	0.562362859
236	0.5619934296
237	0.5617794034
238	0.5614518284
239	0.5610760101
240	0.5609179775
241	0.5607801849
242	0.5602685106
243	0.5601445817
244	0.5597893173
245	0.5595839568
246	0.5593354427
247	0.55916557
248	0.5587851861
249	0.5585884162
250	0.5585059657
251	0.5583674039
252	0.5579456606
253	0.5576285761
254	0.5572613547
255	0.5571294731
256	0.5568441437
257	0.5565197215
258	0.5562430618
259	0.5559742344
260	0.555694774
261	0.5552332989
262	0.5550259478
263	0.5548388009
264	0.5545842785
265	0.5542859606
266	0.5540957765
267	0.5539201168
268	0.5535850833
269	0.5534352981
270	0.5533253718
271	0.5531992398
272	0.5528475054
273	0.5525585913
274	0.5524214433
275	0.5521093802
276	0.551950756
277	0.5517673445
278	0.5515071219
279	0.5513054298
280	0.5510791783
281	0.5509090593
282	0.550668945
283	0.5505386646
284	0.5503448661
285	0.5501773451
286	0.549996434
287	0.5498323737
288	0.5495526321
289	0.5491015768
290	0.5490109251
291	0.5485866429
292	0.5483555822
293	0.5481045397
294	0.5479146781
295	0.547710933
296	0.5473876865
297	0.5471076111
298	0.5469270013
299	0.5467489492
300	0.5466465337
301	0.5465439987
302	0.5463471352
303	0.5461341624
304	0.545995899
305	0.5458179574
306	0.5457336339
307	0.5456219607
308	0.5455300408
309	0.5451800491
310	0.5449729756
311	0.5447355743
312	0.5446157067
313	0.5445165307
314	0.5443112739
315	0.5439696443
316	0.5437684118
317	0.5435667115
318	0.5433744641
319	0.5431931554
320	0.5430206455
321	0.5428894525
322	0.5427379769
323	0.5424177475
324	0.5422418748
325	0.5418116644
326	0.541429647
327	0.5413171603
328	0.5411242502
329	0.5410265175
330	0.5408212651
331	0.5406878438
332	0.5405597282
333	0.5402668277
334	0.5398072598
335	0.539706709
336	0.5395150155
337	0.5392838981
338	0.5391284432
339	0.5390411718
340	0.5388619041
341	0.5383555944
342	0.5381589306
343	0.5377856318
344	0.5376743752
345	0.537445883
346	0.5371946819
347	0.5371338677
348	0.536973162
349	0.5369151356
350	0.5367701826
351	0.5365884883
352	0.5364388411
353	0.5362698124
354	0.5361725393
355	0.5360506293
356	0.5359237066
357	0.5356806995
358	0.5355691014
359	0.5354125068
360	0.5352483533
361	0.5349621268
362	0.5347581884
363	0.5346122647
364	0.5345230073
365	0.5344839689
366	0.534276404
367	0.5341518809
368	0.5339817137
369	0.5338325099
370	0.5337025451
371	0.5336622101
372	0.5335027935
373	0.5333229829
374	0.5330429013
375	0.5328984583
376	0.5325069449
377	0.5323539283
378	0.5322404884
379	0.5316763089
380	0.5315901833
381	0.5314791611
382	0.5313476263
383	0.5312631998
384	0.5311254007
385	0.5309867648
386	0.5308725669
387	0.5307485663
388	0.5305638015
389	0.5304071446
390	0.5301074537
391	0.5298048726
392	0.5295501344
393	0.5291696928
394	0.5290966167
395	0.5288037789
396	0.5285767924
397	0.5284460636
398	0.5281437414
399	0.5279631068
400	0.5278301867
401	0.5277515668
402	0.5276706765
403	0.5274320333
404	0.5273020238
405	0.5271382355
406	0.5270292744
407	0.5268795828
408	0.5267419248
409	0.5266485765
410	0.5265352375
411	0.5263535768
412	0.5262285296
413	0.525920729
414	0.5258120098
415	0.5255769254
416	0.5254117231
417	0.5252639386
418	0.5251231732
419	0.5250381791
420	0.524894915
421	0.5247916243
422	0.5247028363
423	0.5246572172
424	0.5245717839
425	0.5243727228
426	0.5240886644
427	0.5239766696
428	0.5238920328
429	0.5236211032
430	0.5234348615
431	0.5232518917
432	0.523123995
433	0.5230270582
434	0.5228920192
435	0.522795585
436	0.5225363652
437	0.5223013693
438	0.522137621
439	0.5220390232
440	0.5219692771
441	0.5215695615
442	0.5213767047
443	0.5212500468
444	0.5210077176
445	0.5208993243
446	0.5207398784
447	0.5206448957
448	0.5205035728
449	0.5203982904
450	0.5202858101
451	0.5201610279
452	0.5199305957
453	0.5198132748
454	0.5195806946
455	0.5194431692
456	0.5192290693
457	0.5190589391
458	0.5188599633
459	0.51873256
460	0.5186278495
461	0.5185168649
462	0.5184256953
463	0.5183360395
464	0.51821304
465	0.5181416359
466	0.5180482341
467	0.5179132869
468	0.5178465931
469	0.5176930935
470	0.5176134316
471	0.517408742
472	0.5173381059
473	0.5171538446
474	0.5169796872
475	0.5168211989
476	0.516696567
477	0.5164398599
478	0.5162725576
479	0.5161826201
480	0.5160640824
481	0.5158678043
482	0.5157490595
483	0.5156093512
484	0.5154534464
485	0.5153406768
486	0.5151734987
487	0.5150288196
488	0.5149139847
489	0.5148228672
490	0.5146217325
491	0.514540842
492	0.5143794774
493	0.5142697075
494	0.514238012
495	0.5140564079
496	0.5139500628
497	0.5138320645
498	0.5137257925
499	0.5136276909
500	0.5135697923
501	0.5134490201
502	0.5133605715
503	0.5131389619
504	0.5130500134
505	0.5129269081
506	0.5128703427
507	0.5126713154
508	0.5126003441
509	0.5125412092
510	0.5124537808
511	0.5122023272
512	0.5120866398
513	0.5118581884
514	0.5117486253
515	0.5116845721
516	0.5116101801
517	0.5114639535
518	0.5112677299
519	0.5111560666
520	0.5110463117
521	0.5108864093
522	0.5107533951
523	0.5106970151
524	0.51061194
525	0.5105014657
526	0.5104186024
527	0.5102362329
528	0.5100978474
529	0.5100043252
530	0.5098534015
531	0.5097546781
532	0.5097224815
533	0.5096737469
534	0.5096179849
535	0.5094771427
536	0.5092248119
537	0.5091359212
538	0.5090156651
539	0.5089286934
540	0.5088489687
541	0.5087047132
542	0.5086178073
543	0.5085263721
544	0.5084263296
545	0.5082760071
546	0.5082204257
547	0.5081360803
548	0.508029665
549	0.5079156146
550	0.5077682137
551	0.5076101227
552	0.5074817269
553	0.5074498312
554	0.5070584784
555	0.5069629558
556	0.5068855255
557	0.506754316
558	0.5066651538
559	0.5066075993
560	0.506565378
561	0.5064895741
562	0.5063833057
563	0.5063126071
564	0.5061733766
565	0.5060645297
566	0.5059918676
567	0.5057768505
568	0.5056854553
569	0.5055147626
570	0.5052532832
571	0.5052149777
572	0.5051188072
573	0.5049900232
574	0.5049120649
575	0.504783054
576	0.50453135
577	0.5044480163
578	0.5043151158
579	0.5041057175
580	0.5039753802
581	0.5039054826
582	0.5037188974
583	0.5035691131
584	0.5034757057
585	0.5034193751
586	0.5033126544
587	0.503223258
588	0.5029553729
589	0.5028276426
590	0.5027231828
591	0.5026556531
592	0.502633706
593	0.5025435222
594	0.5024181506
595	0.5023554423
596	0.502280557
597	0.5020789309
598	0.5019586893
599	0.5018201371
600	0.5017412153
601	0.5016711121
602	0.5014584105
603	0.5013322045
604	0.5012350668
605	0.5011502229
606	0.5010245051
607	0.5009444797
608	0.5008466885
609	0.5006933925
610	0.5006671693
611	0.5005063144
612	0.5003797774
613	0.5003168561
614	0.5001801128
615	0.5001462806
616	0.5000702921
617	0.4999723978
618	0.4998965241
619	0.4997420474
620	0.4996262067
621	0.4994922135
622	0.4994354346
623	0.499324305
624	0.4992440117
625	0.4991088628
626	0.4990462882
627	0.4990001357
628	0.498938494
629	0.4988464175
630	0.4987733073
631	0.4985456775
632	0.4985088329
633	0.4984475057
634	0.4983515007
635	0.4982935339
636	0.4982348355
637	0.4981910297
638	0.4981490524
639	0.4980761747
640	0.4980129632
641	0.4978690667
642	0.4977556669
643	0.497683959
644	0.4973547505
645	0.4973306625
646	0.4972814794
647	0.4972111029
648	0.4969818845
649	0.4969210214
650	0.4968213044
651	0.4967622855
652	0.4966742094
653	0.4966362365
654	0.4965652499
655	0.4963646863
656	0.4962921937
657	0.496238831
658	0.4961456094
659	0.4959618844
660	0.4958561013
661	0.4957401375
662	0.4956704289
663	0.4955937162
664	0.4955076699
665	0.4954465831
666	0.4952989001
667	0.49512844
668	0.495031108
669	0.4949655368
670	0.4948934299
671	0.4947801133
672	0.4947061235
673	0.4945902626
674	0.4945366286
675	0.4944165102
676	0.4942375699
677	0.4941433239
678	0.4940907107
679	0.4939504964
680	0.4938197576
681	0.4936696917
682	0.4935676279
683	0.4934754585
684	0.4934321291
685	0.4933802068
686	0.4933237009
687	0.4930850559
688	0.4930420399
689	0.4929929925
690	0.4929365922
691	0.4927931718
692	0.4926918812
693	0.4925680042
694	0.4925237235
695	0.4923608303
696	0.4923099819
697	0.4922434635
698	0.4921597101
699	0.4920997262
700	0.4920248446
701	0.491985419
702	0.4918461411
703	0.4918146418
704	0.4916035148
705	0.4915514037
706	0.4914161083
707	0.491336392
708	0.4912933231
709	0.4911641305
710	0.4910772579
711	0.4910144055
712	0.4909978166
713	0.4909378976
714	0.490857483
715	0.4907801142
716	0.4907233539
717	0.4906638631
718	0.4903817924
719	0.4902678996
720	0.49006103
721	0.4899445795
722	0.4898113827
723	0.4897256861
724	0.4896801506
725	0.4895741126
726	0.4895065712
727	0.4894007008
728	0.4893404735
729	0.4892472671
730	0.4891654154
731	0.4890459564
732	0.4889117293
733	0.4888674015
734	0.4887951683
735	0.4887496292
736	0.4887017411
737	0.4886386193
738	0.4885528107
739	0.4884827915
740	0.48832791
741	0.4882521509
742	0.4881861096
743	0.4879313439
744	0.4878190634
745	0.4877641537
746	0.4877206581
747	0.4875941997
748	0.4874956134
749	0.4873483484
750	0.4872482779
751	0.4871780748
752	0.4870581938
753	0.4868732844
754	0.486793321
755	0.4867488458
756	0.4867023963
757	0.4866491499
758	0.4865904872
759	0.4864830136
760	0.486328241
761	0.4862949862
762	0.4861748953
763	0.4861196034
764	0.4860717898
765	0.4859505686
766	0.4858838342
767	0.4858416125
768	0.4857937667
769	0.4857270764
770	0.4855785411
771	0.485503046
772	0.4854183494
773	0.4853672067
774	0.4852519835
775	0.4851654583
776	0.485104894
777	0.485082769
778	0.4849949208
779	0.4848329097
780	0.4847155339
781	0.4846685525
782	0.4845977162
783	0.4844294131
784	0.4843727257
785	0.4843103624
786	0.4842166469
787	0.4841392104
788	0.4840546599
789	0.4839604751
790	0.48389098
791	0.4837907905
792	0.4837594845
793	0.4837128254
794	0.4836203441
795	0.4834121245
796	0.4833577724
797	0.4833135666
798	0.4832793382
799	0.4831910434
800	0.4831208442
801	0.4830486106
802	0.482950559
803	0.4828941923
804	0.4827571324
805	0.4827219414
806	0.4826037888
807	0.4825607668
808	0.482498669
809	0.4824296094
810	0.4823855044
811	0.4823157706
812	0.4822413707
813	0.4821760177
814	0.4820751451
815	0.4819963983
816	0.4819126238
817	0.4818651146
818	0.4817989137
819	0.4816885279
820	0.4816436949
821	0.4815817568
822	0.4815390163
823	0.4813668539
824	0.4813310719
825	0.4812846213
826	0.4812171294
827	0.4811550027
828	0.4810905298
829	0.4810417573
830	0.4809943299
831	0.4809258485
832	0.480887218
833	0.4808146157
834	0.4805818387
835	0.4805194081
836	0.4804872062
837	0.4803973795
838	0.4802257651
839	0.4801068636
840	0.4800768846
841	0.4800035721
842	0.4798590629
843	0.4797547211
844	0.4796996801
845	0.4796267798
846	0.4795820755
847	0.4795210938
848	0.4794394159
849	0.4793870962
850	0.4792599475
851	0.4791761888
852	0.479104272
853	0.4790637782
854	0.4789455295
855	0.4788871423
856	0.4787806699
857	0.4786782508
858	0.4786325298
859	0.4785893044
860	0.4784488933
861	0.4784028792
862	0.4783157789
863	0.4782556858
864	0.4782058705
865	0.478155067
866	0.4780572751
867	0.478027714
868	0.4780040579
869	0.4779639755
870	0.4778856717
871	0.4777704291
872	0.477704538
873	0.4776432754
874	0.4776002568
875	0.4774504453
876	0.477360211
877	0.4773010261
878	0.4772257875
879	0.4771323005
880	0.4770055916
881	0.4769140179
882	0.4768457515
883	0.4767761674
884	0.4767166141
885	0.4766428499
886	0.4766296023
887	0.47658944
888	0.4765747612
889	0.4764766125
890	0.4764291048
891	0.4763717221
892	0.4763204672
893	0.4762222251
894	0.4761650181
895	0.4760254928
896	0.4759694546
897	0.4759207589
898	0.4758546341
899	0.4758158043
900	0.4757397762
901	0.4756909845
902	0.4756293842
903	0.4755534712
904	0.4754563922
905	0.4753935062
906	0.4753419189
907	0.4752922911
908	0.47524625
909	0.4752141694
910	0.4751404219
911	0.4751243521
912	0.4750252997
913	0.4749368479
914	0.47490935
915	0.4747964068
916	0.4747232178
917	0.4746638772
918	0.4746196336
919	0.4745504468
920	0.4745047236
921	0.4744159852
922	0.4743554937
923	0.4742225293
924	0.4741886768
925	0.4741567729
926	0.4740780224
927	0.4740568586
928	0.4740202299
929	0.4739879338
930	0.4738552544
931	0.4737807171
932	0.473714245
933	0.4736550254
934	0.4735625261
935	0.4735282034
936	0.4734544428
937	0.4733879998
938	0.4732539226
939	0.4731868268
940	0.4731358217
941	0.4730662065
942	0.4729534021
943	0.4728988298
944	0.4728264132
945	0.4727641819
946	0.4726888812
947	0.4726595482
948	0.4725587449
949	0.4725047263
950	0.4724567146
951	0.4723766873
952	0.4722604202
953	0.4721943015
954	0.4721079941
955	0.472042922
956	0.4720148453
957	0.47194721
958	0.4719139944
959	0.4718527354
960	0.4718065366
961	0.471704726
962	0.4716688964
963	0.4716229487
964	0.4715918254
965	0.4715210872
966	0.471455911
967	0.4713773205
968	0.4713160596
969	0.4712763746
970	0.4711883516
971	0.4711291765
972	0.4710153678
973	0.4709894505
974	0.470968888
975	0.4709073818
976	0.4708271223
977	0.4708092022
978	0.4706807745
979	0.4706212572
980	0.4705762981
981	0.4705090982
982	0.4704777886
983	0.4704262088
984	0.4703376918
985	0.4702409513
986	0.4701775492
987	0.4701373064
988	0.4699611866
989	0.4699088761
990	0.4698190082
991	0.4696869221
992	0.4696522551
993	0.4695583183
994	0.4694704356
995	0.4694460937
996	0.4694030637
997	0.4693620254
998	0.4692883126
999	0.4692524371
